VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
1N4BZ1DV5M;King;Seattle;WA;98115;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;151724121;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002000
YV4H60CL0N;King;Kirkland;WA;98034;2022;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;45;199025648;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022003
1G1RD6E46E;Clark;Vancouver;WA;98686;2014;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;49;348184763;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803
JTMFB3FV3P;Clark;Vancouver;WA;98686;2023;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;49;251316383;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803
5YJSA1E61P;Clark;Vancouver;WA;98686;2023;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;49;240212360;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803
3FA6P0PU9J;King;Bellevue;WA;98004;2018;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;41;347881313;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023901
KNDCC3LD2J;King;Seattle;WA;98125;2018;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;46;476151770;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100
KMHM54ACXP;King;Renton;WA;98056;2023;HYUNDAI;IONIQ 6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;251131254;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025302
YV4ED3UL9P;King;Woodinville;WA;98072;2023;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;233585838;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906
5YJXCDE27M;Thurston;Olympia;WA;98512;2021;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;35;138118809;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011822
5YJSA1CN9D;King;Seattle;WA;98102;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;43;117242849;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006500
WAUTPBFF0G;King;Seattle;WA;98144;2016;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;37;328560179;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008900
WBY1Z4C5XG;King;Bellevue;WA;98008;2016;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;0;48;193482614;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023000
3FMTK4SE8N;King;Seattle;WA;98101;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;254889316;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008102
LPSED3KA5M;Kitsap;Bainbridge Island;WA;98110;2021;POLESTAR;PS2;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;233;0;23;255446103;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800
5YJ3E1EC8M;Snohomish;Lake Stevens;WA;98258;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;39;179188838;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061053505
YV4ED3UL7P;King;Seattle;WA;98101;2023;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;259102147;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401
3FMTK3SS4M;Clark;Vancouver;WA;98685;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;49;171199843;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904
3FA6P0PU6F;Clark;Vancouver;WA;98685;2015;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;49;187482368;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904
WMEEJ9AA7D;Thurston;Olympia;WA;98512;2013;SMART;FORTWO ELECTRIC DRIVE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;68;0;35;176346222;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011810
YV4H60DM6P;King;Kirkland;WA;98033;2023;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;48;261184843;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022702
5YJSA1H2XF;King;Seatac;WA;98188;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;0;33;152518915;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028402
1G6RL1E48G;King;Bellevue;WA;98007;2016;CADILLAC;ELR;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;40;0;48;119228791;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023201
SADHD2S12K;Thurston;Olympia;WA;98513;2019;JAGUAR;I-PACE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;234;0;2;107785597;POINT (-122.817545 46.98876);PUGET SOUND ENERGY INC;53067012420
LYVBR0DL0K;King;Kirkland;WA;98034;2019;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;52900;45;473918336;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022005
WBY1Z4C50G;King;Shoreline;WA;98177;2016;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;0;32;4742713;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020200
3C3CFFGE7D;King;Auburn;WA;98002;2013;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;87;0;31;258404667;POINT (-122.222855 47.305065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030600
1N4AZ1CP2L;King;Renton;WA;98056;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;149;0;41;140097940;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025304
1FMCU0LZ8M;King;Normandy Park;WA;98166;2021;FORD;ESCAPE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;33;192281134;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028600
KM8K53AG8P;Thurston;Olympia;WA;98506;2023;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;22;239518821;POINT (-122.8874781 47.0519573);PUGET SOUND ENERGY INC;53067010200
1G1RD6E45C;Snohomish;Lake Stevens;WA;98258;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;44;122793310;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052606
5YJSA1E2XK;King;Woodinville;WA;98072;2019;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;270;0;45;161114236;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021802
7PDSGBBA0P;King;Sammamish;WA;98075;2023;RIVIAN;R1S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;261067502;POINT (-122.03309 47.58153);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032216
KMHM24AC7P;King;Seattle;WA;98144;2023;HYUNDAI;IONIQ 6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;244969609;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009400
WP0AB2Y16N;King;Bellevue;WA;98004;2022;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;199464275;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023801
1G1RB6E49F;King;Bellevue;WA;98005;2015;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;48;226490288;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701
YV4H60CN3P;King;Kirkland;WA;98033;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;48;229679187;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501
WA1BCBFZ9P;King;Bellevue;WA;98005;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;237772643;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702
1G1RA6S56J;King;Bellevue;WA;98008;2018;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;48;251377920;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300
JTDKN3DP0E;King;Seattle;WA;98125;2014;TOYOTA;PRIUS PLUG-IN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;6;0;46;209671381;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000102
3FA6P0SU8H;King;Seattle;WA;98125;2017;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;46;473708889;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000101
1C4RJXN6XR;King;Kent;WA;98031;2024;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;47;257721880;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029408
5UXKT0C37H;Clark;Vancouver;WA;98664;2017;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;0;49;308794013;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041205
YV4BR0DL3N;Clark;Battle Ground;WA;98604;2022;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;18;183281619;POINT (-122.53218 45.77945);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040416
YV4BR0CK3K;King;Kirkland;WA;98033;2019;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;45;477288437;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022006
3FA6P0SUXF;King;Seattle;WA;98133;2015;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;46;288496729;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001300
1N4BZ1CP8L;Snohomish;Mukilteo;WA;98275;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;0;21;128721953;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061042001
KM8JFDA24P;Thurston;Olympia;WA;98512;2023;HYUNDAI;TUCSON;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;35;236460311;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011810
1N4AZ1BV9N;King;Redmond;WA;98052;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;193860411;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323
1FADP5CU7G;Thurston;Yelm;WA;98597;2016;FORD;C-MAX;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;2;103999101;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012412
WBAJB1C56J;King;Bellevue;WA;98006;2018;BMW;530E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;54950;41;145353141;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024901
5YJSA1S14E;King;Seattle;WA;98133;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;32;126090583;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000404
1FADP3R45E;Clark;Vancouver;WA;98683;2014;FORD;FOCUS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;76;0;18;251250653;POINT (-122.4853873 45.6083347);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041325
1V2CMPE87P;Snohomish;Lake Stevens;WA;98258;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;44;254827450;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052505
1G1RD6S55G;King;Burien;WA;98166;2016;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;34;6323446;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033027800
WBY1Z8C58H;King;Kent;WA;98031;2017;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;97;0;47;191085121;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029407
WBY8P2C08M;King;Seattle;WA;98122;2021;BMW;I3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;175608527;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007800
KNDCM3LD8J;Island;Oak Harbor;WA;98277;2018;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;10;203156250;POINT (-122.6788673 48.2897314);PUGET SOUND ENERGY INC;53029970401
JTMEB3FVXN;King;Kirkland;WA;98034;2022;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;45;198765304;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022205
YV4H60DM5P;Kitsap;Bainbridge Island;WA;98110;2023;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;23;230278597;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090902
1FADP3R42E;King;Bellevue;WA;98006;2014;FORD;FOCUS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;76;0;41;118207218;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025001
WMZYU7C52K;King;Renton;WA;98055;2019;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;12;36900;11;230244094;POINT (-122.197 47.43876);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025805
WVWKP7AU0F;King;Bellevue;WA;98007;2015;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;83;0;41;475358628;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604
1G1RH6E4XD;King;Redmond;WA;98052;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;48;136641053;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022605
1N4BZ1DV9M;Kitsap;Bremerton;WA;98310;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;23;152421370;POINT (-122.611365 47.575195);PUGET SOUND ENERGY INC;53035080400
1FTBW9CK5P;Snohomish;Arlington;WA;98223;2023;FORD;TRANSIT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;39;245646992;POINT (-122.12324 48.19485);PUGET SOUND ENERGY INC;53061052803
1G1RD6E40E;King;Seattle;WA;98125;2014;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;46;218893349;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000800
1G1RB6E48C;Clark;Vancouver;WA;98686;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;49;213459473;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040808
1G1FW6S05P;King;Seattle;WA;98125;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;255142723;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000601
WVGTMPE22N;King;Kirkland;WA;98033;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;213571816;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501
WVWKP7AU2F;King;Seattle;WA;98112;2015;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;83;0;43;294612699;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
5YJSA1AG1D;Clark;Vancouver;WA;98662;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;17;253744711;POINT (-122.5918493 45.6617058);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040714
JTJHKCFZ3P;King;Seattle;WA;98125;2023;LEXUS;NX;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;37;0;46;249896314;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000700
YV4BR0PL4J;King;Seattle;WA;98104;2018;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;64950;43;333902845;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401
WA1E2AFY1R;King;Redmond;WA;98052;2024;AUDI;Q5 E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;23;0;45;259062814;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323
WBY8P2C04M;King;Seattle;WA;98102;2021;BMW;I3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;170602029;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006200
WDC0G5EB4K;King;Kent;WA;98030;2019;MERCEDES-BENZ;GLC-CLASS;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;10;0;47;112665934;POINT (-122.199755 47.37483);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029602
YV4H60CL3N;King;Seattle;WA;98177;2022;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;36;209120537;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001600
JN1AF0BA6P;King;Redmond;WA;98052;2023;NISSAN;ARIYA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;250953062;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032331
1FMCU0KZ3N;King;Federal Way;WA;98023;2022;FORD;ESCAPE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;30;197620034;POINT (-122.36363 47.30675);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030101
WP0BB2Y15P;Jefferson;Brinnon;WA;98320;2023;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;24;244561677;POINT (-122.9415583 47.6484648);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF MASON COUNTY|PUD NO 1 OF JEFFERSON COUNTY;53031950702
WA1AAAGE3N;King;Lake Forest Park;WA;98155;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;193838907;POINT (-122.3175 47.7578146);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021400
WA1LAAGE6N;King;Kirkland;WA;98033;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;205822410;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022604
WA1VAAGE3M;King;Seattle;WA;98116;2021;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;34;152557170;POINT (-122.38679 47.56484);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009600
2C4RC1L72N;Clark;Vancouver;WA;98664;2022;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;49;228177554;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208
JTJKKCFZ1N;Clark;Vancouver;WA;98686;2022;LEXUS;NX;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;37;0;17;207652889;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040409
1G1RD6E41C;Thurston;Yelm;WA;98597;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;2;178562870;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012510
WBY8P6C02M;King;Seattle;WA;98112;2021;BMW;I3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;169464984;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
1G1FW6S04P;King;Kirkland;WA;98034;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;257427306;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904
5YJSA1E4XL;Clark;Vancouver;WA;98664;2020;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;337;0;49;124659167;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208
